Date,Open,High,Low,Close,Adj Close,Volume
1966-08-01,471.589996,481.100006,426.329987,440.399994,440.399994,0
1966-09-01,443.459991,456.260010,434.260010,436.700012,436.700012,0
1966-10-01,427.390015,456.470001,416.290009,456.359985,456.359985,0
1966-11-01,459.850006,470.109985,455.519989,460.910004,460.910004,0
1966-12-01,459.109985,475.079987,459.109985,462.279999,462.279999,0
1967-01-01,462.489990,500.670013,462.489990,500.140015,500.140015,0
1967-02-01,499.500000,510.609985,499.500000,502.890015,502.890015,0
1967-03-01,507.859985,526.679993,507.859985,523.609985,523.609985,0
1967-04-01,517.900024,544.969971,512.830017,544.969971,544.969971,0
1967-05-01,544.650024,549.090027,519.909973,519.909973,519.909973,0
1967-06-01,526.250000,541.059998,515.359985,531.539978,531.539978,0
1967-07-01,533.229980,556.710022,533.229980,556.710022,556.710022,0
1967-08-01,560.090027,562.729980,544.119995,550.570007,550.570007,0
1967-09-01,551.419983,572.460022,551.419983,567.919983,567.919983,0
1967-10-01,565.799988,572.669983,551.210022,551.210022,551.210022,0
1967-11-01,544.229980,555.119995,535.030029,552.580017,552.580017,0
1967-12-01,555.330017,569.179993,555.330017,569.179993,569.179993,0
1968-01-01,567.599976,572.780029,546.239990,546.239990,546.239990,0
1968-02-01,547.929993,547.929993,525.729980,526.250000,526.250000,0
1968-03-01,524.250000,530.380005,514.940002,529.219971,529.219971,0
1968-04-01,542.119995,576.159973,542.119995,576.159973,576.159973,0
1968-05-01,578.070007,586.840027,572.359985,586.840027,586.840027,0
1968-06-01,594.140015,606.090027,592.969971,592.969971,592.969971,0
1968-07-01,591.710022,610.000000,578.489990,579.229980,579.229980,0
1968-08-01,576.270020,587.260010,572.880005,586.210022,586.210022,0
1968-09-01,588.429993,610.099976,588.429993,610.099976,610.099976,0
1968-10-01,611.270020,623.739990,611.270020,615.070007,615.070007,0
1968-11-01,612.750000,647.849976,612.750000,647.849976,647.849976,0
1968-12-01,646.479980,646.479980,622.159973,622.789978,622.789978,0
1969-01-01,623.219971,623.320007,600.270020,617.289978,617.289978,0
1969-02-01,616.450012,620.679993,583.559998,583.559998,583.559998,0
1969-03-01,584.520020,601.119995,580.820007,601.119995,601.119995,0
1969-04-01,600.270020,613.169983,590.969971,613.169983,613.169983,0
1969-05-01,612.539978,627.229980,610.530029,611.900024,611.900024,0
1969-06-01,608.840027,608.840027,563.789978,572.359985,572.359985,0
1969-07-01,574.679993,583.780029,521.390015,535.450012,535.450012,0
1969-08-01,545.820007,561.570007,541.059998,559.770020,559.770020,0
1969-09-01,559.349976,561.250000,542.219971,546.559998,546.559998,0
1969-10-01,543.169983,580.390015,543.169983,575.739990,575.739990,0
1969-11-01,575.320007,582.820007,549.619995,555.020020,555.020020,0
1969-12-01,551.099976,551.099976,526.359985,544.859985,544.859985,0
1970-01-01,550.890015,553.640015,502.679993,502.679993,502.679993,0
1970-02-01,506.690002,529.739990,506.690002,529.739990,529.739990,0
1970-03-01,530.700012,533.760010,512.190002,527.309998,527.309998,0
1970-04-01,529.739990,529.739990,466.089996,473.910004,473.910004,0
1970-05-01,473.170013,473.170013,398.519989,441.769989,441.769989,0
1970-06-01,449.700012,454.779999,418.510010,418.510010,418.510010,0
1970-07-01,419.880005,449.070007,409.200012,448.640015,448.640015,0
1970-08-01,443.040009,470.320007,429.190002,468.630005,468.630005,0
1970-09-01,465.559998,488.399994,465.350006,487.869995,487.869995,0
1970-10-01,488.399994,502.149994,478.670013,478.779999,478.779999,0
1970-11-01,480.470001,501.299988,475.820007,501.299988,501.299988,0
1970-12-01,502.890015,531.750000,502.890015,531.119995,531.119995,0
1971-01-01,525.830017,556.599976,525.830017,556.599976,556.599976,0
1971-02-01,559.979980,574.049988,556.390015,562.419983,562.419983,0
1971-03-01,564.000000,589.700012,564.000000,586.210022,586.210022,0
1971-04-01,586.630005,610.739990,586.630005,605.559998,605.559998,0
1971-05-01,601.750000,605.030029,579.119995,580.710022,580.710022,0
1971-06-01,584.299988,591.599976,569.289978,582.510010,582.510010,0
1971-07-01,583.250000,590.330017,558.400024,558.400024,558.400024,0
1971-08-01,560.719971,587.049988,546.239990,578.809998,578.809998,0
1971-09-01,579.020020,592.549988,570.559998,574.469971,574.469971,0
1971-10-01,577.960022,584.409973,547.719971,550.570007,550.570007,0
1971-11-01,542.429993,553.530029,524.460022,548.140015,548.140015,0
1971-12-01,557.549988,596.679993,557.549988,596.679993,596.679993,0
1972-01-01,594.559998,610.950012,594.559998,610.210022,610.210022,0
1972-02-01,610.840027,626.390015,610.840027,626.390015,626.390015,0
1972-03-01,631.250000,642.039978,627.130005,631.039978,631.039978,0
1972-04-01,632.520020,649.440002,630.409973,634.419983,634.419983,0
1972-05-01,628.710022,649.020020,615.070007,642.460022,642.460022,0
1972-06-01,643.729980,644.469971,624.700012,627.130005,627.130005,0
1972-07-01,629.239990,637.909973,617.719971,624.799988,624.799988,0
1972-08-01,630.619995,653.989990,630.619995,646.159973,646.159973,0
1972-09-01,648.590027,648.590027,626.390015,640.770020,640.770020,0
1972-10-01,638.859985,646.270020,618.460022,646.270020,646.270020,0
1972-11-01,652.820007,677.989990,652.820007,675.450012,675.450012,0
1972-12-01,679.789978,688.770020,666.250000,681.789978,681.789978,0
1973-01-01,687.929993,692.369995,662.659973,663.500000,663.500000,0
1973-02-01,655.989990,665.299988,630.299988,634.419983,634.419983,0
1973-03-01,630.299988,650.500000,614.549988,629.979980,629.979980,0
1973-04-01,622.690002,634.109985,599.849976,599.849976,599.849976,0
1973-05-01,600.159973,622.789978,573.309998,586.000000,586.000000,0
1973-06-01,580.070007,602.169983,568.760010,579.859985,579.859985,0
1973-07-01,572.780029,618.989990,564.210022,609.580017,609.580017,0
1973-08-01,601.650024,601.960022,566.219971,588.320007,588.320007,0
1973-09-01,590.440002,621.739990,583.559998,618.669983,618.669983,0
1973-10-01,617.719971,637.070007,616.239990,616.239990,616.239990,0
1973-11-01,612.640015,612.640015,539.469971,541.159973,541.159973,0
1973-12-01,529.530029,551.419983,518.640015,547.929993,547.929993,0
1974-01-01,549.619995,562.630005,523.400024,546.030029,546.030029,0
1974-02-01,539.260010,546.030029,513.570007,545.179993,545.179993,0
1974-03-01,541.690002,564.320007,530.909973,530.909973,530.909973,0
1974-04-01,526.570007,533.340027,502.570007,506.799988,506.799988,0
1974-05-01,517.270020,519.059998,483.640015,485.549988,485.549988,0
1974-06-01,494.959991,518.010010,474.760010,474.760010,474.760010,0
1974-07-01,474.339996,474.339996,439.339996,439.339996,439.339996,0
1974-08-01,436.269989,457.420013,387.209991,398.630005,398.630005,0
1974-09-01,390.170013,394.720001,353.690002,353.690002,353.690002,0
1974-10-01,353.059998,413.640015,347.769989,412.059998,412.059998,0
1974-11-01,411.739990,420.519989,380.970001,392.600006,392.600006,0
1974-12-01,382.350006,382.350006,364.269989,382.029999,382.029999,0
1975-01-01,391.859985,433.839996,391.859985,432.570007,432.570007,0
1975-02-01,437.540009,462.070007,436.269989,455.410004,455.410004,0
1975-03-01,463.450012,481.529999,457.000000,467.459991,467.459991,0
1975-04-01,463.549988,488.929993,451.390015,488.399994,488.399994,0
1975-05-01,492.630005,516.320007,492.630005,512.400024,512.400024,0
1975-06-01,520.020020,537.669983,507.010010,537.669983,537.669983,0
1975-07-01,535.880005,541.799988,499.079987,502.459991,502.459991,0
1975-08-01,498.019989,498.019989,467.570007,489.459991,489.459991,0
1975-09-01,481.630005,484.910004,460.910004,470.429993,470.429993,0
1975-10-01,464.820007,510.179993,464.820007,497.489990,497.489990,0
1975-11-01,492.309998,511.769989,492.309998,510.079987,510.079987,0
1975-12-01,507.119995,507.119995,484.700012,503.730011,503.730011,0
1976-01-01,507.959991,566.219971,507.959991,566.219971,566.219971,0
1976-02-01,566.650024,577.539978,559.880005,564.109985,564.109985,0
