Date,Open,High,Low,Close,Adj Close,Volume
2020-04-08,7471.140137,7696.020020,7397.120117,7660.879883,7660.879883,5856370000
2020-04-09,7753.589844,7896.140137,7709.529785,7804.729980,7804.729980,7880140000
2020-04-13,7792.959961,7792.959961,7580.649902,7650.629883,7650.629883,5274310000
2020-04-14,7775.850098,7875.830078,7745.689941,7830.890137,7830.890137,5567400000
2020-04-15,7710.810059,7710.810059,7583.660156,7656.830078,7656.830078,5203390000
2020-04-16,7669.149902,7679.540039,7553.790039,7659.700195,7659.700195,5179990000
2020-04-17,7779.330078,7913.089844,7759.330078,7896.549805,7896.549805,5792140000
2020-04-20,7835.790039,7835.790039,7652.979980,7673.589844,7673.589844,5220160000
2020-04-21,7564.830078,7582.930176,7462.620117,7500.979980,7500.979980,5075830000
2020-04-22,7629.229980,7676.029785,7584.790039,7630.379883,7630.379883,5049660000
2020-04-23,7669.089844,7761.569824,7626.500000,7636.439941,7636.439941,5756520000
2020-04-24,7678.140137,7743.069824,7599.990234,7724.049805,7724.049805,5374480000
2020-04-27,7773.560059,7887.779785,7760.439941,7860.189941,7860.189941,5194260000
2020-04-28,7954.490234,7992.939941,7850.560059,7871.680176,7871.680176,5672880000
2020-04-29,8006.870117,8071.709961,7962.390137,8008.439941,8008.439941,6620140000
2020-04-30,7965.830078,7965.830078,7819.189941,7862.520020,7862.520020,6523120000
2020-05-01,7779.839844,7779.839844,7631.330078,7658.990234,7658.990234,4753160000
2020-05-04,7614.790039,7652.290039,7535.310059,7644.189941,7644.189941,4723140000
2020-05-05,7710.790039,7780.700195,7688.279785,7694.529785,7694.529785,5129590000
2020-05-06,7726.450195,7738.569824,7575.729980,7578.680176,7578.680176,4861920000
2020-05-07,7645.089844,7736.870117,7643.600098,7654.660156,7654.660156,5164640000
2020-05-08,7733.220215,7834.229980,7733.220215,7824.069824,7824.069824,4857160000
2020-05-11,7783.479980,7822.220215,7709.750000,7778.020020,7778.020020,4807320000
2020-05-12,7796.740234,7821.229980,7624.500000,7625.259766,7625.259766,5107710000
2020-05-13,7599.759766,7599.759766,7417.290039,7478.459961,7478.459961,6143130000
2020-05-14,7405.439941,7572.870117,7293.370117,7571.680176,7571.680176,5641920000
2020-05-15,7511.609863,7564.229980,7465.609863,7542.660156,7542.660156,5477040000
2020-05-18,7702.069824,7926.160156,7702.069824,7889.390137,7889.390137,6364290000
2020-05-19,7881.520020,7899.700195,7772.259766,7773.220215,7773.220215,4969330000
2020-05-20,7863.970215,7946.450195,7863.970215,7899.450195,7899.450195,4992970000
2020-05-21,7890.879883,7939.160156,7830.910156,7858.370117,7858.370117,4966940000
2020-05-22,7857.220215,7882.790039,7812.299805,7878.640137,7878.640137,3952800000
2020-05-26,8006.580078,8135.140137,8006.580078,8079.959961,8079.959961,5837060000
2020-05-27,8192.240234,8256.339844,8102.299805,8255.950195,8255.950195,6371230000
2020-05-28,8311.740234,8335.820313,8218.790039,8239.269531,8239.269531,5402670000
2020-05-29,8201.919922,8274.669922,8130.060059,8239.599609,8239.599609,7275080000
2020-06-01,8227.629883,8287.690430,8188.049805,8271.799805,8271.799805,4673410000
2020-06-02,8318.919922,8368.379883,8290.679688,8368.230469,8368.230469,5187230000
2020-06-03,8438.490234,8578.160156,8438.490234,8554.089844,8554.089844,5989560000
2020-06-04,8536.339844,8591.349609,8481.209961,8553.370117,8553.370117,6428130000
2020-06-05,8746.540039,8911.469727,8746.540039,8797.870117,8797.870117,8617590000
2020-06-08,8840.639648,8964.080078,8840.639648,8962.469727,8962.469727,8437380000
2020-06-09,8893.040039,8893.040039,8776.070313,8825.490234,8825.490234,6382620000
2020-06-10,8807.389648,8824.919922,8691.790039,8708.660156,8708.660156,6570840000
2020-06-11,8475.969727,8475.969727,8116.770020,8137.919922,8137.919922,7018890000
2020-06-12,8324.129883,8403.059570,8113.410156,8280.240234,8280.240234,5832250000
2020-06-15,8146.939941,8382.629883,8023.270020,8339.429688,8339.429688,5740660000
2020-06-16,8536.469727,8613.669922,8355.290039,8465.820313,8465.820313,5829240000
2020-06-17,8487.530273,8506.280273,8409.589844,8425.290039,8425.290039,4549390000
2020-06-18,8383.120117,8431.200195,8351.030273,8408.049805,8408.049805,4429030000
2020-06-19,8457.190430,8521.339844,8280.650391,8288.650391,8288.650391,8327780000
2020-06-22,8275.240234,8343.910156,8217.860352,8332.599609,8332.599609,4665380000
2020-06-23,8377.889648,8414.940430,8348.650391,8370.309570,8370.309570,4704830000
2020-06-24,8310.860352,8310.860352,8115.020020,8163.899902,8163.899902,5587200000
2020-06-25,8131.000000,8230.230469,8062.379883,8223.629883,8223.629883,4815420000
2020-06-26,8198.250000,8198.250000,8004.979980,8028.390137,8028.390137,8098120000
2020-06-29,8075.560059,8221.309570,8044.759766,8219.330078,8219.330078,4462770000
2020-06-30,8200.969727,8325.299805,8183.549805,8292.070313,8292.070313,4696280000
2020-07-01,8341.990234,8409.809570,8290.150391,8305.589844,8305.589844,4443130000
2020-07-02,8378.719727,8459.690430,8327.700195,8344.080078,8344.080078,4190830000
2020-07-06,8401.870117,8485.759766,8401.870117,8449.429688,8449.429688,4736450000
2020-07-07,8393.940430,8416.839844,8337.360352,8344.360352,8344.360352,4563700000
2020-07-08,8347.500000,8409.959961,8320.269531,8401.400391,8401.400391,4927700000
2020-07-09,8394.139648,8395.950195,8212.410156,8277.250000,8277.250000,4829020000
2020-07-10,8273.200195,8426.879883,8273.200195,8415.929688,8415.929688,4515340000
2020-07-13,8456.820313,8566.910156,8405.669922,8416.330078,8416.330078,4890780000
2020-07-14,8402.780273,8589.969727,8396.089844,8572.400391,8572.400391,4476170000
2020-07-15,8683.940430,8708.940430,8621.549805,8667.570313,8667.570313,4669760000
2020-07-16,8637.309570,8712.230469,8610.120117,8677.429688,8677.429688,3961230000
2020-07-17,8703.750000,8741.410156,8686.190430,8723.950195,8723.950195,3993830000
2020-07-20,8709.540039,8721.150391,8646.490234,8671.169922,8671.169922,3971200000
2020-07-21,8709.509766,8782.459961,8695.000000,8721.799805,8721.799805,4547960000
2020-07-22,8702.809570,8776.660156,8691.009766,8767.160156,8767.160156,4255190000
2020-07-23,8754.070313,8770.230469,8663.110352,8694.919922,8694.919922,4290460000
2020-07-24,8672.389648,8699.669922,8621.330078,8643.849609,8643.849609,3894900000
2020-07-27,8637.780273,8676.849609,8615.759766,8660.919922,8660.919922,3963910000
2020-07-28,8640.769531,8674.219727,8611.370117,8618.929688,8618.929688,4027890000
2020-07-29,8627.389648,8715.360352,8627.389648,8700.769531,8700.769531,4676300000
2020-07-30,8650.360352,8666.620117,8565.919922,8656.459961,8656.459961,4254010000
2020-07-31,8660.940430,8706.360352,8534.339844,8701.839844,8701.839844,5117260000
2020-08-03,8728.469727,8750.780273,8698.700195,8734.839844,8734.839844,4643640000
2020-08-04,8729.280273,8802.219727,8721.750000,8800.839844,8800.839844,4621670000
2020-08-05,8824.169922,8892.610352,8824.169922,8886.240234,8886.240234,4732220000
2020-08-06,8876.139648,8955.330078,8871.419922,8952.740234,8952.740234,4267490000
2020-08-07,8929.070313,9045.259766,8921.679688,9040.580078,9040.580078,4104860000
2020-08-10,9069.500000,9173.709961,9069.500000,9166.379883,9166.379883,4318570000
2020-08-11,9220.379883,9276.040039,9094.610352,9116.599609,9116.599609,5087650000
2020-08-12,9174.160156,9241.990234,9174.160156,9208.969727,9208.969727,3768560000
2020-08-13,9175.179688,9207.839844,9143.650391,9178.769531,9178.769531,3648810000
2020-08-14,9151.860352,9205.889648,9129.440430,9183.349609,9183.349609,3193400000
2020-08-17,9193.910156,9197.879883,9156.440430,9163.870117,9163.870117,3671290000
2020-08-18,9164.429688,9178.750000,9113.089844,9125.740234,9125.740234,3881310000
2020-08-19,9138.169922,9181.509766,9095.259766,9107.450195,9107.450195,3884480000
2020-08-20,9072.089844,9122.780273,9040.299805,9106.559570,9106.559570,3642850000
2020-08-21,9112.910156,9161.740234,9090.509766,9151.030273,9151.030273,3705420000
2020-08-24,9193.879883,9284.280273,9185.940430,9282.429688,9282.429688,3728690000
2020-08-25,9301.740234,9311.870117,9213.759766,9253.629883,9253.629883,3619300000
2020-08-26,9242.750000,9260.459961,9210.280273,9247.440430,9247.440430,3754360000
2020-08-27,9269.419922,9340.690430,9262.240234,9298.200195,9298.200195,3929560000
2020-08-28,9322.299805,9371.219727,9291.620117,9353.919922,9353.919922,3855880000
2020-08-31,9350.799805,9362.290039,9273.660156,9286.559570,9286.559570,4342290000
2020-09-01,9279.740234,9342.490234,9236.429688,9339.250000,9339.250000,4083110000
2020-09-02,9359.160156,9524.299805,9351.759766,9499.769531,9499.769531,4285190000
2020-09-03,9502.280273,9537.040039,9198.099609,9265.280273,9265.280273,4898680000
2020-09-04,9294.610352,9346.269531,9094.330078,9238.330078,9238.330078,4431440000
2020-09-08,9182.950195,9183.230469,9056.070313,9076.559570,9076.559570,4665600000
2020-09-09,9131.480469,9300.700195,9131.480469,9215.530273,9215.530273,3920830000
2020-09-10,9229.070313,9265.129883,9075.089844,9099.440430,9099.440430,4192250000
2020-09-11,9124.389648,9195.580078,9075.469727,9152.919922,9152.919922,3704450000
2020-09-14,9192.320313,9286.910156,9192.320313,9256.700195,9256.700195,3832130000
2020-09-15,9295.400391,9341.730469,9270.990234,9291.139648,9291.139648,4051460000
2020-09-16,9317.709961,9409.030273,9302.469727,9307.080078,9307.080078,4710030000
2020-09-17,9242.419922,9324.509766,9166.480469,9274.589844,9274.589844,4371940000
2020-09-18,9264.639648,9292.169922,9138.269531,9178.929688,9178.929688,7068700000
2020-09-21,9113.849609,9113.849609,8892.759766,9009.480469,9009.480469,4828350000
2020-09-22,9020.799805,9079.509766,8976.330078,9064.700195,9064.700195,3963300000
2020-09-23,9099.099609,9134.530273,8902.209961,8912.400391,8912.400391,4364500000
2020-09-24,8898.849609,9036.870117,8830.500000,8946.610352,8946.610352,4599470000
2020-09-25,8904.639648,9093.150391,8900.070313,9069.849609,9069.849609,3792220000
2020-09-28,9130.089844,9240.690430,9130.089844,9188.660156,9188.660156,3946060000
2020-09-29,9185.900391,9206.660156,9106.620117,9131.830078,9131.830078,3651880000
2020-09-30,9161.099609,9273.759766,9128.559570,9190.950195,9190.950195,4722530000
2020-10-01,9238.160156,9270.870117,9161.230469,9211.110352,9211.110352,4070530000
2020-10-02,9112.240234,9268.559570,9077.370117,9217.900391,9217.900391,3961550000
2020-10-05,9267.299805,9314.750000,9267.299805,9312.209961,9312.209961,102377537
